"Date","Provider_Type","Category","Complaints"
"08/05/2025","Broker","Driver","46"
"08/05/2025","Primary","Vehicles","1"
"08/05/2025","Primary","Service - Ride Time","3"
"08/05/2025","Primary","Service - No Shows","21"
"08/05/2025","Primary","Service - Late Pickup","1"
"08/04/2025","Supplemental","Service - No Shows","10"
"08/04/2025","Other/Unidentified Provider","Service - No Shows","1"
"08/04/2025","Non-Transportation","Travel Services (Same Day)","12"
"08/04/2025","Non-Transportation","Travel Planning (Res)","9"
"08/04/2025","Non-Transportation","Scheduling","9"
"08/04/2025","Non-Transportation","Policy","15"
"08/04/2025","Non-Transportation","IT/Technology","4"
"08/04/2025","Non-Transportation","Eligibility","2"
"08/04/2025","Non-Transportation","Customer Relations","1"
"08/04/2025","Non-Transportation","Customer","22"
"08/04/2025","Supplemental","Vehicles","2"
"08/04/2025","Supplemental","Service - Late Pickup","2"
"08/04/2025","Supplemental","Driver","5"
"08/04/2025","Broker","Vehicles","2"
"08/04/2025","Broker","Service - Ride Time","15"
"08/04/2025","Broker","Service - Other","5"
"08/04/2025","Broker","Service - No Shows","39"
"08/04/2025","Broker","Service - Late Pickup","9"
"08/04/2025","Broker","Driver","62"
"08/04/2025","Primary","Vehicles","3"
"08/04/2025","Primary","Service - Ride Time","3"
"08/04/2025","Primary","Service - Other","1"
"08/04/2025","Primary","Service - No Shows","9"
"08/04/2025","Primary","Service - Late Pickup","5"
"08/04/2025","Primary","Driver","15"
"08/03/2025","Non-Transportation","Customer","2"
"08/03/2025","Broker","Service - Ride Time","1"
"08/03/2025","Broker","Service - No Shows","1"
"08/03/2025","Broker","Driver","4"
"08/03/2025","Primary","Service - Late Pickup","1"
"08/03/2025","Other/Unidentified Provider","Driver","1"
"08/03/2025","Non-Transportation","Travel Services (Same Day)","1"
"08/03/2025","Non-Transportation","Policy","5"
"08/03/2025","Non-Transportation","IT/Technology","3"
"08/02/2025","Supplemental","Service - No Shows","1"
"08/02/2025","Supplemental","Service - Late Pickup","1"
"08/02/2025","Broker","Service - Ride Time","1"
"08/02/2025","Broker","Service - No Shows","4"
"08/02/2025","Broker","Driver","2"
"08/02/2025","Primary","Driver","3"
"08/02/2025","Non-Transportation","Travel Services (Same Day)","1"
"08/02/2025","Non-Transportation","Policy","2"
"08/02/2025","Non-Transportation","IT/Technology","1"
"08/02/2025","Non-Transportation","Customer","1"
"08/01/2025","Broker","Service - Late Pickup","7"
"08/01/2025","Broker","Driver","19"
"08/01/2025","Primary","Vehicles","1"
"08/01/2025","Primary","Service - Ride Time","4"
"08/01/2025","Primary","Service - Late Pickup","6"
"08/01/2025","Primary","Service - No Shows","13"
"08/01/2025","Other/Unidentified Provider","Service - No Shows","1"
"08/01/2025","Other/Unidentified Provider","Service - Late Pickup","2"
"08/01/2025","Other/Unidentified Provider","Driver","7"
"08/01/2025","Non-Transportation","Travel Services (Same Day)","9"
"08/01/2025","Non-Transportation","Travel Planning (Res)","1"
"08/01/2025","Non-Transportation","Scheduling","8"
"08/01/2025","Non-Transportation","Policy","13"
"08/01/2025","Non-Transportation","IT/Technology","3"
"08/01/2025","Non-Transportation","Eligibility","2"
"08/01/2025","Primary","Driver","11"
"08/01/2025","Non-Transportation","Customer","11"
"08/01/2025","Supplemental","Service - Ride Time","1"
"08/01/2025","Supplemental","Service - No Shows","6"
"08/01/2025","Supplemental","Driver","8"
"08/01/2025","Broker","Vehicles","2"
"08/01/2025","Broker","Service - Ride Time","12"
"08/01/2025","Broker","Service - Other","4"
"08/01/2025","Broker","Service - No Shows","25"
"07/31/2025","Supplemental","Driver","6"
"07/31/2025","Other/Unidentified Provider","Vehicles","1"
"07/31/2025","Other/Unidentified Provider","Driver","1"
"07/31/2025","Other/Unidentified Provider",,"1"
"07/31/2025","Non-Transportation","Travel Services (Same Day)","7"
"07/31/2025","Non-Transportation","Travel Planning (Res)","8"
"07/31/2025","Non-Transportation","Scheduling","6"
"07/31/2025","Non-Transportation","Policy","14"
"07/31/2025","Non-Transportation","IT/Technology","4"
"07/31/2025","Non-Transportation","Eligibility","1"
"07/31/2025","Non-Transportation","Customer","14"
"07/31/2025","Supplemental","Vehicles","3"
"07/31/2025","Supplemental","Service - Ride Time","2"
"07/31/2025","Supplemental","Service - Other","1"
"07/31/2025","Supplemental","Service - No Shows","9"
"07/31/2025","Supplemental","Service - Late Pickup","3"
"07/31/2025","Broker","Vehicles","5"
"07/31/2025","Broker","Service - Ride Time","22"
"07/31/2025","Broker","Service - Other","5"
"07/31/2025","Broker","Service - No Shows","28"
"07/31/2025","Broker","Service - Late Pickup","8"
"07/31/2025","Broker","Driver","41"
"07/31/2025","Primary","Vehicles","1"
"07/31/2025","Primary","Service - Ride Time","3"
"07/31/2025","Primary","Service - No Shows","10"
"07/31/2025","Primary","Service - Late Pickup","7"
"07/31/2025","Primary","Driver","18"
"07/30/2025","Primary","Driver","8"
"07/30/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/30/2025","Other/Unidentified Provider","Driver","2"
"07/30/2025","Other/Unidentified Provider",,"1"
"07/30/2025","Non-Transportation","Travel Services (Same Day)","4"
"07/30/2025","Non-Transportation","Travel Planning (Res)","5"
"07/30/2025","Non-Transportation","Scheduling","6"
"07/30/2025","Non-Transportation","Policy","19"
"07/30/2025","Non-Transportation","IT/Technology","3"
"07/30/2025","Non-Transportation","Eligibility","3"
"07/30/2025","Non-Transportation","Customer Relations","1"
"07/30/2025","Non-Transportation","Customer","10"
"07/30/2025","Supplemental","Vehicles","8"
"07/30/2025","Supplemental","Service - Ride Time","4"
"07/30/2025","Supplemental","Service - No Shows","1"
"07/30/2025","Supplemental","Driver","6"
"07/30/2025","Broker","Vehicles","8"
"07/30/2025","Broker","Service - Ride Time","23"
"07/30/2025","Broker","Service - Other","3"
"07/30/2025","Broker","Service - No Shows","28"
"07/30/2025","Broker","Service - Late Pickup","14"
"07/30/2025","Broker","Driver","47"
"07/30/2025","Primary","Vehicles","8"
"07/30/2025","Primary","Service - Ride Time","11"
"07/30/2025","Primary","Service - Other","2"
"07/30/2025","Primary","Service - No Shows","8"
"07/30/2025","Primary","Service - Late Pickup","5"
"07/29/2025","Non-Transportation","Eligibility","3"
"07/29/2025","Other/Unidentified Provider","Vehicles","1"
"07/29/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/29/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/29/2025","Other/Unidentified Provider","Driver","1"
"07/29/2025","Non-Transportation","Travel Services (Same Day)","8"
"07/29/2025","Non-Transportation","Travel Planning (Res)","4"
"07/29/2025","Non-Transportation","Scheduling","4"
"07/29/2025","Non-Transportation","Policy","30"
"07/29/2025","Non-Transportation","IT/Technology","1"
"07/29/2025","Non-Transportation","Customer","22"
"07/29/2025","Supplemental","Vehicles","5"
"07/29/2025","Supplemental","Service - Ride Time","3"
"07/29/2025","Supplemental","Service - No Shows","6"
"07/29/2025","Supplemental","Service - Late Pickup","1"
"07/29/2025","Supplemental","Driver","6"
"07/29/2025","Broker","Vehicles","11"
"07/29/2025","Broker","Service - Ride Time","17"
"07/29/2025","Broker","Service - Other","4"
"07/29/2025","Broker","Service - No Shows","42"
"07/29/2025","Broker","Service - Late Pickup","7"
"07/29/2025","Broker","Driver","55"
"07/29/2025","Primary","Vehicles","5"
"07/29/2025","Primary","Service - Ride Time","7"
"07/29/2025","Primary","Service - No Shows","13"
"07/29/2025","Primary","Service - Late Pickup","5"
"07/29/2025","Primary","Driver","5"
"07/28/2025","Supplemental","Vehicles","3"
"07/28/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/28/2025","Other/Unidentified Provider","Driver","1"
"07/28/2025","Non-Transportation","Travel Services (Same Day)","6"
"07/28/2025","Non-Transportation","Travel Planning (Res)","7"
"07/28/2025","Non-Transportation","Scheduling","2"
"07/28/2025","Non-Transportation","Policy","15"
"07/28/2025","Non-Transportation","IT/Technology","10"
"07/28/2025","Non-Transportation","Eligibility","4"
"07/28/2025","Non-Transportation","Customer","15"
"07/28/2025","Supplemental","Service - Ride Time","2"
"07/28/2025","Supplemental","Service - No Shows","10"
"07/28/2025","Supplemental","Service - Late Pickup","1"
"07/28/2025","Supplemental","Driver","10"
"07/28/2025","Broker","Vehicles","3"
"07/28/2025","Broker","Service - Ride Time","18"
"07/28/2025","Broker","Service - Other","2"
"07/28/2025","Broker","Service - No Shows","55"
"07/28/2025","Broker","Service - Late Pickup","11"
"07/28/2025","Broker","Driver","56"
"07/28/2025","Primary","Vehicles","4"
"07/28/2025","Primary","Service - Ride Time","2"
"07/28/2025","Primary","Service - No Shows","14"
"07/28/2025","Primary","Service - Late Pickup","3"
"07/28/2025","Primary","Driver","4"
"07/27/2025","Non-Transportation","Policy","2"
"07/27/2025","Broker","Driver","1"
"07/27/2025","Primary","Service - Late Pickup","1"
"07/27/2025","Primary","Driver","2"
"07/27/2025","Non-Transportation","Travel Services (Same Day)","1"
"07/27/2025","Non-Transportation","Customer","1"
"07/27/2025","Supplemental","Vehicles","1"
"07/27/2025","Supplemental","Service - Late Pickup","1"
"07/27/2025","Broker","Service - Ride Time","1"
"07/27/2025","Broker","Service - No Shows","1"
"07/26/2025","Broker","Service - Ride Time","1"
"07/26/2025","Broker","Driver","3"
"07/26/2025","Broker","Service - Late Pickup","1"
"07/26/2025","Primary","Driver","3"
"07/26/2025","Non-Transportation","Policy","4"
"07/26/2025","Non-Transportation","IT/Technology","1"
"07/26/2025","Supplemental","Service - No Shows","1"
"07/26/2025","Supplemental","Service - Late Pickup","1"
"07/26/2025","Broker","Service - No Shows","2"
"07/25/2025","Other/Unidentified Provider","Vehicles","1"
"07/25/2025","Other/Unidentified Provider","Service - Ride Time","3"
"07/25/2025","Other/Unidentified Provider","Service - No Shows","2"
"07/25/2025","Other/Unidentified Provider","Driver","2"
"07/25/2025","Non-Transportation","Travel Services (Same Day)","6"
"07/25/2025","Non-Transportation","Travel Planning (Res)","9"
"07/25/2025","Non-Transportation","Scheduling","3"
"07/25/2025","Non-Transportation","Policy","10"
"07/25/2025","Non-Transportation","IT/Technology","2"
"07/25/2025","Non-Transportation","Eligibility","1"
"07/25/2025","Non-Transportation","Customer","14"
"07/25/2025","Supplemental","Vehicles","2"
"07/25/2025","Supplemental","Service - Ride Time","1"
"07/25/2025","Supplemental","Service - No Shows","7"
"07/25/2025","Supplemental","Service - Late Pickup","1"
"07/25/2025","Supplemental","Driver","4"
"07/25/2025","Broker","Vehicles","4"
"07/25/2025","Broker","Service - Ride Time","19"
"07/25/2025","Broker","Service - Other","4"
"07/25/2025","Broker","Service - No Shows","30"
"07/25/2025","Broker","Service - Late Pickup","9"
"07/25/2025","Broker","Driver","35"
"07/25/2025","Primary","Vehicles","2"
"07/25/2025","Primary","Service - Ride Time","3"
"07/25/2025","Primary","Service - No Shows","9"
"07/25/2025","Primary","Service - Late Pickup","6"
"07/25/2025","Primary","Driver","9"
"07/24/2025","Primary","Driver","10"
"07/24/2025","Other/Unidentified Provider","Driver","1"
"07/24/2025","Non-Transportation","Travel Services (Same Day)","12"
"07/24/2025","Non-Transportation","Travel Planning (Res)","6"
"07/24/2025","Non-Transportation","Scheduling","4"
"07/24/2025","Non-Transportation","Policy","17"
"07/24/2025","Non-Transportation","IT/Technology","4"
"07/24/2025","Non-Transportation","Eligibility","3"
"07/24/2025","Non-Transportation","Customer Relations","3"
"07/24/2025","Non-Transportation","Customer","21"
"07/24/2025","Supplemental","Vehicles","1"
"07/24/2025","Supplemental","Service - Ride Time","1"
"07/24/2025","Supplemental","Service - Other","1"
"07/24/2025","Supplemental","Service - No Shows","6"
"07/24/2025","Supplemental","Service - Late Pickup","1"
"07/24/2025","Supplemental","Driver","5"
"07/24/2025","Broker","Vehicles","5"
"07/24/2025","Broker","Service - Ride Time","15"
"07/24/2025","Broker","Service - Other","10"
"07/24/2025","Broker","Service - No Shows","33"
"07/24/2025","Broker","Service - Late Pickup","16"
"07/24/2025","Broker","Driver","45"
"07/24/2025","Primary","Vehicles","3"
"07/24/2025","Primary","Service - Ride Time","6"
"07/24/2025","Primary","Service - No Shows","12"
"07/24/2025","Primary","Service - Late Pickup","7"
"07/23/2025","Broker","Driver","49"
"07/23/2025","Other/Unidentified Provider","Driver","1"
"07/23/2025","Other/Unidentified Provider",,"1"
"07/23/2025","Non-Transportation","Travel Services (Same Day)","4"
"07/23/2025","Non-Transportation","Travel Planning (Res)","5"
"07/23/2025","Non-Transportation","Scheduling","6"
"07/23/2025","Non-Transportation","Policy","21"
"07/23/2025","Non-Transportation","IT/Technology","4"
"07/23/2025","Non-Transportation","Eligibility","3"
"07/23/2025","Non-Transportation","Customer","18"
"07/23/2025","Supplemental","Vehicles","2"
"07/23/2025","Supplemental","Service - Ride Time","4"
"07/23/2025","Supplemental","Service - Other","1"
"07/23/2025","Supplemental","Service - No Shows","7"
"07/23/2025","Supplemental","Service - Late Pickup","3"
"07/23/2025","Supplemental","Driver","4"
"07/23/2025","Broker","Vehicles","2"
"07/23/2025","Broker","Service - Ride Time","21"
"07/23/2025","Broker","Service - Other","4"
"07/23/2025","Broker","Service - No Shows","31"
"07/23/2025","Broker","Service - Late Pickup","9"
"07/23/2025","Primary","Vehicles","1"
"07/23/2025","Primary","Service - Ride Time","4"
"07/23/2025","Primary","Service - No Shows","19"
"07/23/2025","Primary","Service - Late Pickup","5"
"07/23/2025","Primary","Driver","15"
"07/22/2025","Primary","Service - Late Pickup","2"
"07/22/2025","Other/Unidentified Provider","Service - No Shows","3"
"07/22/2025","Other/Unidentified Provider","Driver","2"
"07/22/2025","Non-Transportation","Travel Services (Same Day)","5"
"07/22/2025","Non-Transportation","Travel Planning (Res)","8"
"07/22/2025","Non-Transportation","Scheduling","5"
"07/22/2025","Non-Transportation","Policy","18"
"07/22/2025","Non-Transportation","Other","1"
"07/22/2025","Non-Transportation","IT/Technology","9"
"07/22/2025","Non-Transportation","Eligibility","4"
"07/22/2025","Non-Transportation","Customer","20"
"07/22/2025","Supplemental","Vehicles","2"
"07/22/2025","Supplemental","Service - Ride Time","1"
"07/22/2025","Supplemental","Service - No Shows","9"
"07/22/2025","Supplemental","Driver","3"
"07/22/2025","Broker","Service - Ride Time","19"
"07/22/2025","Broker","Service - Other","7"
"07/22/2025","Broker","Service - No Shows","33"
"07/22/2025","Broker","Service - Late Pickup","8"
"07/22/2025","Broker","Driver","49"
"07/22/2025","Primary","Driver","6"
"07/22/2025","Primary","Vehicles","1"
"07/22/2025","Primary","Service - Ride Time","3"
"07/22/2025","Primary","Service - Other","1"
"07/22/2025","Primary","Service - No Shows","19"
"07/21/2025","Broker","Service - No Shows","40"
"07/21/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/21/2025","Other/Unidentified Provider","Driver","2"
"07/21/2025","Non-Transportation","Travel Services (Same Day)","9"
"07/21/2025","Non-Transportation","Travel Planning (Res)","7"
"07/21/2025","Non-Transportation","Scheduling","4"
"07/21/2025","Non-Transportation","Policy","27"
"07/21/2025","Non-Transportation","IT/Technology","7"
"07/21/2025","Non-Transportation","Eligibility","3"
"07/21/2025","Non-Transportation","Customer Relations","1"
"07/21/2025","Non-Transportation","Customer","23"
"07/21/2025","Supplemental","Vehicles","5"
"07/21/2025","Supplemental","Service - Ride Time","3"
"07/21/2025","Supplemental","Service - No Shows","9"
"07/21/2025","Supplemental","Service - Late Pickup","2"
"07/21/2025","Supplemental","Driver","2"
"07/21/2025","Broker","Vehicles","3"
"07/21/2025","Broker","Service - Ride Time","16"
"07/21/2025","Broker","Service - Other","5"
"07/21/2025","Broker","Service - Late Pickup","5"
"07/21/2025","Broker","Driver","74"
"07/21/2025","Primary","Service - Ride Time","4"
"07/21/2025","Primary","Service - No Shows","19"
"07/21/2025","Primary","Service - Late Pickup","6"
"07/21/2025","Primary","Driver","9"
"07/20/2025","Primary","Vehicles","1"
"07/20/2025","Non-Transportation","Policy","4"
"07/20/2025","Supplemental","Vehicles","1"
"07/20/2025","Supplemental","Service - Ride Time","1"
"07/20/2025","Supplemental","Service - Late Pickup","1"
"07/20/2025","Supplemental","Driver","3"
"07/20/2025","Broker","Service - Ride Time","1"
"07/20/2025","Broker","Service - No Shows","1"
"07/20/2025","Broker","Driver","4"
"07/19/2025","Broker","Service - Late Pickup","1"
"07/19/2025","Non-Transportation","Policy","2"
"07/19/2025","Non-Transportation","Customer","1"
"07/19/2025","Broker","Driver","3"
"07/18/2025","Supplemental","Service - No Shows","3"
"07/18/2025","Supplemental","Driver","1"
"07/18/2025","Broker","Vehicles","6"
"07/18/2025","Broker","Service - Ride Time","13"
"07/18/2025","Broker","Service - Other","5"
"07/18/2025","Broker","Service - No Shows","28"
"07/18/2025","Broker","Service - Late Pickup","7"
"07/18/2025","Broker","Driver","36"
"07/18/2025","Primary","Vehicles","2"
"07/18/2025","Primary","Service - Ride Time","4"
"07/18/2025","Primary","Service - Other","1"
"07/18/2025","Primary","Service - No Shows","10"
"07/18/2025","Primary","Driver","8"
"07/18/2025","Primary","Service - Late Pickup","2"
"07/18/2025","Other/Unidentified Provider","Vehicles","1"
"07/18/2025","Other/Unidentified Provider","Service - Late Pickup","2"
"07/18/2025","Other/Unidentified Provider","Driver","1"
"07/18/2025","Non-Transportation","Travel Services (Same Day)","7"
"07/18/2025","Non-Transportation","Travel Planning (Res)","6"
"07/18/2025","Non-Transportation","Scheduling","2"
"07/18/2025","Non-Transportation","Policy","17"
"07/18/2025","Non-Transportation","IT/Technology","4"
"07/18/2025","Non-Transportation","Eligibility","3"
"07/18/2025","Non-Transportation","Customer","20"
"07/18/2025","Supplemental","Vehicles","4"
"07/18/2025","Supplemental","Service - Ride Time","2"
"07/17/2025","Broker","Service - Other","4"
"07/17/2025","Other/Unidentified Provider","Service - No Shows","2"
"07/17/2025","Other/Unidentified Provider","Driver","5"
"07/17/2025","Non-Transportation","Travel Services (Same Day)","5"
"07/17/2025","Non-Transportation","Travel Planning (Res)","7"
"07/17/2025","Non-Transportation","Scheduling","3"
"07/17/2025","Non-Transportation","Policy","18"
"07/17/2025","Non-Transportation","IT/Technology","5"
"07/17/2025","Non-Transportation","Eligibility","1"
"07/17/2025","Non-Transportation","Customer","16"
"07/17/2025","Supplemental","Vehicles","1"
"07/17/2025","Supplemental","Service - Ride Time","2"
"07/17/2025","Supplemental","Service - No Shows","3"
"07/17/2025","Supplemental","Service - Late Pickup","1"
"07/17/2025","Supplemental","Driver","3"
"07/17/2025","Broker","Vehicles","6"
"07/17/2025","Broker","Service - Ride Time","16"
"07/17/2025","Broker","Service - No Shows","35"
"07/17/2025","Broker","Service - Late Pickup","4"
"07/17/2025","Broker","Driver","48"
"07/17/2025","Primary","Vehicles","2"
"07/17/2025","Primary","Service - Ride Time","4"
"07/17/2025","Primary","Service - Other","1"
"07/17/2025","Primary","Service - No Shows","10"
"07/17/2025","Primary","Service - Late Pickup","1"
"07/17/2025","Primary","Driver","9"
"07/16/2025","Broker","Driver","38"
"07/16/2025","Primary","Service - Ride Time","4"
"07/16/2025","Other/Unidentified Provider","Driver","2"
"07/16/2025","Non-Transportation","Travel Services (Same Day)","3"
"07/16/2025","Non-Transportation","Travel Planning (Res)","9"
"07/16/2025","Non-Transportation","Scheduling","7"
"07/16/2025","Non-Transportation","Policy","20"
"07/16/2025","Non-Transportation","IT/Technology","2"
"07/16/2025","Non-Transportation","Eligibility","4"
"07/16/2025","Non-Transportation","Customer Relations","1"
"07/16/2025","Non-Transportation","Customer","9"
"07/16/2025","Supplemental","Vehicles","5"
"07/16/2025","Supplemental","Service - Ride Time","5"
"07/16/2025","Supplemental","Service - Other","3"
"07/16/2025","Supplemental","Service - No Shows","4"
"07/16/2025","Supplemental","Service - Late Pickup","1"
"07/16/2025","Primary","Service - Other","1"
"07/16/2025","Broker","Vehicles","3"
"07/16/2025","Broker","Service - Ride Time","20"
"07/16/2025","Broker","Service - Other","2"
"07/16/2025","Primary","Service - No Shows","16"
"07/16/2025","Broker","Service - No Shows","25"
"07/16/2025","Primary","Driver","10"
"07/16/2025","Broker","Service - Late Pickup","8"
"07/16/2025","Primary","Service - Late Pickup","9"
"07/15/2025","Non-Transportation","Travel Services (Same Day)","11"
"07/15/2025","Other/Unidentified Provider","Service - Ride Time","1"
"07/15/2025","Other/Unidentified Provider","Service - No Shows","1"
"07/15/2025","Other/Unidentified Provider","Driver","2"
"07/15/2025","Non-Transportation","Travel Planning (Res)","6"
"07/15/2025","Non-Transportation","Scheduling","2"
"07/15/2025","Non-Transportation","Policy","14"
"07/15/2025","Non-Transportation","IT/Technology","4"
"07/15/2025","Non-Transportation","Eligibility","6"
"07/15/2025","Non-Transportation","Customer","14"
"07/15/2025","Supplemental","Vehicles","4"
"07/15/2025","Supplemental","Service - No Shows","5"
"07/15/2025","Supplemental","Service - Late Pickup","1"
"07/15/2025","Supplemental","Driver","8"
"07/15/2025","Broker","Vehicles","4"
"07/15/2025","Broker","Service - Ride Time","30"
"07/15/2025","Broker","Service - Other","6"
"07/15/2025","Broker","Service - No Shows","50"
"07/15/2025","Broker","Service - Late Pickup","9"
"07/15/2025","Broker","Driver","53"
"07/15/2025","Primary","Service - Ride Time","10"
"07/15/2025","Primary","Service - No Shows","16"
"07/15/2025","Primary","Service - Late Pickup","5"
"07/15/2025","Primary","Driver","6"
"07/14/2025","Primary","Driver","11"
"07/14/2025","Other/Unidentified Provider","Service - Ride Time","1"
"07/14/2025","Other/Unidentified Provider","Driver","3"
"07/14/2025","Non-Transportation","Travel Services (Same Day)","6"
"07/14/2025","Non-Transportation","Travel Planning (Res)","6"
"07/14/2025","Non-Transportation","Scheduling","10"
"07/14/2025","Non-Transportation","Policy","20"
"07/14/2025","Non-Transportation","IT/Technology","2"
"07/14/2025","Non-Transportation","Eligibility","6"
"07/14/2025","Non-Transportation","Customer Relations","1"
"07/14/2025","Non-Transportation","Customer","23"
"07/14/2025","Supplemental","Vehicles","2"
"07/14/2025","Supplemental","Service - Ride Time","1"
"07/14/2025","Supplemental","Service - No Shows","7"
"07/14/2025","Supplemental","Driver","1"
"07/14/2025","Broker","Vehicles","1"
"07/14/2025","Broker","Service - Ride Time","16"
"07/14/2025","Broker","Service - Other","3"
"07/14/2025","Broker","Service - No Shows","40"
"07/14/2025","Broker","Service - Late Pickup","6"
"07/14/2025","Broker","Driver","47"
"07/14/2025","Primary","Vehicles","1"
"07/14/2025","Primary","Service - Ride Time","7"
"07/14/2025","Primary","Service - Other","2"
"07/14/2025","Primary","Service - No Shows","12"
"07/14/2025","Primary","Service - Late Pickup","5"
"07/13/2025","Broker","Driver","1"
"07/13/2025","Supplemental","Service - No Shows","2"
"07/13/2025","Broker","Service - Ride Time","1"
"07/13/2025","Primary","Driver","1"
"07/12/2025","Primary","Service - Ride Time","1"
"07/12/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/12/2025","Non-Transportation","Travel Planning (Res)","1"
"07/12/2025","Non-Transportation","Policy","1"
"07/12/2025","Broker","Service - Other","1"
"07/12/2025","Broker","Driver","2"
"07/12/2025","Primary","Driver","3"
"07/11/2025","Broker","Vehicles","5"
"07/11/2025","Other/Unidentified Provider","Service - Other","1"
"07/11/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/11/2025","Other/Unidentified Provider","Driver","2"
"07/11/2025","Other/Unidentified Provider",,"1"
"07/11/2025","Non-Transportation","Travel Services (Same Day)","5"
"07/11/2025","Non-Transportation","Travel Planning (Res)","11"
"07/11/2025","Non-Transportation","Scheduling","4"
"07/11/2025","Non-Transportation","Policy","13"
"07/11/2025","Non-Transportation","IT/Technology","1"
"07/11/2025","Non-Transportation","Eligibility","1"
"07/11/2025","Non-Transportation","Customer","11"
"07/11/2025","Supplemental","Vehicles","2"
"07/11/2025","Supplemental","Service - Ride Time","3"
"07/11/2025","Supplemental","Service - No Shows","7"
"07/11/2025","Supplemental","Driver","7"
"07/11/2025","Broker","Service - Ride Time","20"
"07/11/2025","Broker","Service - Other","4"
"07/11/2025","Broker","Service - No Shows","20"
"07/11/2025","Broker","Service - Late Pickup","7"
"07/11/2025","Broker","Driver","43"
"07/11/2025","Primary","Service - Ride Time","5"
"07/11/2025","Primary","Service - No Shows","15"
"07/11/2025","Primary","Service - Late Pickup","5"
"07/11/2025","Primary","Driver","8"
"07/10/2025","Primary","Service - Late Pickup","4"
"07/10/2025","Other/Unidentified Provider","Service - No Shows","2"
"07/10/2025","Other/Unidentified Provider","Driver","3"
"07/10/2025","Non-Transportation","Travel Services (Same Day)","7"
"07/10/2025","Non-Transportation","Travel Planning (Res)","5"
"07/10/2025","Non-Transportation","Scheduling","4"
"07/10/2025","Non-Transportation","Policy","18"
"07/10/2025","Non-Transportation","IT/Technology","3"
"07/10/2025","Non-Transportation","Eligibility","4"
"07/10/2025","Non-Transportation","Customer Relations","1"
"07/10/2025","Non-Transportation","Customer","21"
"07/10/2025","Supplemental","Service - Ride Time","1"
"07/10/2025","Supplemental","Service - No Shows","5"
"07/10/2025","Supplemental","Driver","9"
"07/10/2025","Broker","Vehicles","5"
"07/10/2025","Broker","Service - Ride Time","21"
"07/10/2025","Primary","Driver","16"
"07/10/2025","Broker","Service - Other","2"
"07/10/2025","Broker","Service - No Shows","26"
"07/10/2025","Broker","Service - Late Pickup","10"
"07/10/2025","Broker","Driver","50"
"07/10/2025","Primary","Vehicles","2"
"07/10/2025","Primary","Service - Ride Time","7"
"07/10/2025","Primary","Service - Other","1"
"07/10/2025","Primary","Service - No Shows","12"
"07/09/2025","Non-Transportation","Policy","21"
"07/09/2025","Other/Unidentified Provider","Driver","1"
"07/09/2025","Non-Transportation","Travel Services (Same Day)","9"
"07/09/2025","Non-Transportation","Travel Planning (Res)","12"
"07/09/2025","Non-Transportation","Scheduling","6"
"07/09/2025","Non-Transportation","IT/Technology","9"
"07/09/2025","Non-Transportation","Eligibility","5"
"07/09/2025","Non-Transportation","Customer","19"
"07/09/2025","Supplemental","Vehicles","7"
"07/09/2025","Supplemental","Service - Ride Time","2"
"07/09/2025","Supplemental","Service - Other","1"
"07/09/2025","Supplemental","Service - No Shows","8"
"07/09/2025","Supplemental","Service - Late Pickup","3"
"07/09/2025","Supplemental","Driver","5"
"07/09/2025","Broker","Vehicles","2"
"07/09/2025","Broker","Service - Ride Time","14"
"07/09/2025","Broker","Service - Other","7"
"07/09/2025","Broker","Service - No Shows","27"
"07/09/2025","Broker","Service - Late Pickup","8"
"07/09/2025","Broker","Driver","43"
"07/09/2025","Primary","Vehicles","4"
"07/09/2025","Primary","Service - Ride Time","2"
"07/09/2025","Primary","Service - Other","2"
"07/09/2025","Primary","Service - No Shows","7"
"07/09/2025","Primary","Service - Late Pickup","6"
"07/09/2025","Primary","Driver","20"
"07/08/2025","Primary","Driver","15"
"07/08/2025","Other/Unidentified Provider","Service - Ride Time","1"
"07/08/2025","Other/Unidentified Provider","Service - Late Pickup","1"
"07/08/2025","Non-Transportation","Travel Services (Same Day)","6"
"07/08/2025","Non-Transportation","Travel Planning (Res)","5"
"07/08/2025","Non-Transportation","Scheduling","5"
"07/08/2025","Non-Transportation","Policy","18"
"07/08/2025","Non-Transportation","IT/Technology","8"
"07/08/2025","Non-Transportation","Eligibility","3"
"07/08/2025","Non-Transportation","Customer Relations","2"
"07/08/2025","Non-Transportation","Customer","10"
"07/08/2025","Supplemental","Service - Ride Time","2"
"07/08/2025","Supplemental","Service - No Shows","2"
"07/08/2025","Supplemental","Service - Late Pickup","1"
"07/08/2025","Supplemental","Driver","6"
"07/08/2025","Broker","Vehicles","8"
"07/08/2025","Broker","Service - Ride Time","19"
"07/08/2025","Broker","Service - Other","2"
"07/08/2025","Broker","Service - No Shows","30"
"07/08/2025","Broker","Service - Late Pickup","5"
"07/08/2025","Broker","Driver","52"
"07/08/2025","Primary","Vehicles","1"
